outward,easting,northing,lat,lon
W1A,528268,181839,51.520914,-0.152594
W1B,529256,181540,51.518010,-0.138478
W1D,529772,180998,51.513019,-0.131233
W1E,529412,180974,51.512880,-0.136439
W1F,529513,181007,51.513154,-0.134969
W1G,517635,185494,51.556077,-0.304558
W1H,527860,181246,51.515681,-0.158681
W1J,529090,180415,51.507935,-0.141273
W1K,528405,180713,51.510768,-0.151028
W1S,529052,180743,51.510888,-0.141697
W1T,529441,181775,51.520076,-0.135716
W1U,528355,181613,51.518871,-0.151421
W1W,529104,181773,51.520133,-0.140578
W1X,529090,180460,51.508335,-0.141265
W2,525491,183025,51.532204,-0.192173
W3,520675,180232,51.508145,-0.262534
W4,518260,179729,51.504134,-0.297477
W5,518069,180343,51.509694,-0.300023
W6,521450,178526,51.492653,-0.251958
W7,515679,180402,51.510717,-0.334431
W8,527729,180866,51.512295,-0.160716
W9,525508,182452,51.527046,-0.192138
WA1,362457,388971,53.396249,-2.566050
WA10,349941,402704,53.518632,-2.756449
WA11,362538,389722,53.403005,-2.564913
WA12,357334,397314,53.470839,-2.644217
WA13,367862,387205,53.380733,-2.484581
WA14,375193,384762,53.359167,-2.374191
WA15,382369,387509,53.384150,-2.266520
WA16,375081,377947,53.297910,-2.375333
WA19,351680,395336,53.452570,-2.729089
WA2,364174,392949,53.432121,-2.540685
WA3,364787,395356,53.453793,-2.531730
WA4,362836,384865,53.359363,-2.559863
WA5,363256,386175,53.371166,-2.553713
WA6,353459,375466,53.274140,-2.699358
WA7,354127,382215,53.334862,-2.690327
WA71,355712,383488,53.346435,-2.666713
WA8,351393,381753,53.330462,-2.731315
WA9,351882,397467,53.471742,-2.726363
WC1,530273,182090,51.522712,-0.123616
WC1A,530128,181467,51.517153,-0.125934
WC1B,530471,181770,51.519792,-0.120889
WC1E,529717,181999,51.522024,-0.131669
WC1H,530100,182572,51.527088,-0.125927
WC1N,530741,182098,51.522680,-0.116867
WC1R,531160,181320,51.515587,-0.111134
WC1V,530798,181598,51.518175,-0.116236
WC1X,530907,182444,51.525747,-0.114348
WC2,530442,180903,51.512009,-0.121621
WC2A,530920,181328,51.515714,-0.114584
WC2B,530514,181152,51.514234,-0.120500
WC2E,530462,180993,51.512811,-0.121304
WC2H,530029,181071,51.513612,-0.127512
WC2N,530279,180710,51.510312,-0.124045
WC2R,530711,180863,51.511589,-0.117771
WD1,513704,195464,51.646491,-0.358011
WD17,507750,198045,51.670861,-0.443237
WD18,510033,196130,51.653210,-0.410834
WD19,510658,194127,51.635086,-0.402428
WD2,511557,198296,51.672374,-0.388121
WD23,508855,195190,51.644990,-0.428145
WD24,524410,214718,51.817260,-0.196479
WD25,512959,199110,51.679410,-0.367584
WD3,504043,198805,51.678389,-0.496583
WD4,508009,202499,51.710848,-0.438111
WD5,509660,201927,51.705383,-0.414398
WD6,515286,198020,51.669148,-0.334310
WD7,516962,199885,51.685562,-0.309465
WD8,445544,256408,52.204040,-1.334969
WE14,379256,244872,52.101800,-2.304256
WF1,433786,422319,53.696248,-1.489783
WF10,443074,424438,53.714609,-1.348822
WF11,453019,487008,54.275993,-1.187293
WF12,425348,421929,53.693219,-1.617604
WF13,426581,421351,53.687962,-1.598975
WF14,422718,424641,53.717711,-1.657231
WF15,418410,425110,53.722092,-1.722485
WF16,422983,423661,53.708894,-1.653293
WF17,423490,424968,53.720618,-1.645509
WF2,433277,419250,53.668698,-1.497808
WF3,434724,426343,53.732353,-1.475129
WF31,428072,426112,53.730669,-1.575979
WF4,436845,410526,53.590047,-1.444850
WF4C,442680,412992,53.611766,-1.356367
WF5,428386,420328,53.678672,-1.571742
WF6,437928,424528,53.715814,-1.426786
WF62Q,425296,452160,53.964921,-1.615921
WF7,442491,419528,53.670533,-1.358329
WF8,445286,422693,53.698741,-1.315567
WF9,444991,418815,53.663911,-1.320597
WK3,450744,413352,53.614285,-1.234434
WN1,358213,407486,53.562332,-2.632329
WN12,362848,401896,53.512439,-2.561706
WN2,362168,405516,53.544928,-2.572387
WN3,361479,394220,53.443356,-2.581396
WN4,357642,401541,53.508859,-2.640153
WN5,355620,403353,53.524977,-2.670894
WN6,362470,403080,53.523059,-2.567548
WN7,365370,400377,53.498964,-2.523494
WN72N,367704,399728,53.493275,-2.488258
WN8,351852,406862,53.556186,-2.728271
WN8O,352000,405552,53.544417,-2.725839
WR1,381959,259250,52.231169,-2.265554
WR10,397373,247650,52.127169,-2.039775
WR11,399554,239144,52.050698,-2.007901
WR12,409956,237104,52.032273,-1.856272
WR13,378242,244539,52.098771,-2.319033
WR14,376114,247304,52.123538,-2.350289
WR15,359670,266833,52.298149,-2.592802
WR2,385004,254014,52.184186,-2.220748
WR3,387211,260832,52.245539,-2.188713
WR4,387218,256611,52.207589,-2.188458
WR5,386300,252948,52.174634,-2.201739
WR52,386392,253704,52.181428,-2.200434
WR6,373235,256433,52.205479,-2.393060
WR7,395748,255110,52.194229,-2.063603
WR8,386248,242399,52.079792,-2.202066
WR9,393447,265017,52.283273,-2.097470
WR99,389944,263520,52.269756,-2.148778
WS1,401194,299074,52.589491,-1.983792
WS10,398897,306114,52.652778,-2.017731
WS11,398969,309372,52.682067,-2.016667
WS12,404294,314685,52.729808,-1.937835
WS13,408326,310632,52.693333,-1.878237
WS14,411489,307174,52.662186,-1.831551
WS15,405913,316218,52.743580,-1.913833
WS19,398696,295400,52.556453,-2.020660
WS2,400614,298583,52.585069,-1.992364
WS3,402704,299720,52.595293,-1.961501
WS31,411664,311792,52.703693,-1.828812
WS4,402305,299996,52.597770,-1.967391
WS5,403852,297503,52.575351,-1.944578
WS6,398479,307366,52.664031,-2.023909
WS7,400355,309722,52.685210,-1.996166
WS7O,364776,305352,52.644770,-2.522023
WS8,405114,305612,52.648240,-1.925834
WS9,406025,301474,52.611030,-1.912444
WS98X,415552,347896,53.028146,-1.769564
WT11,403632,244029,52.094604,-1.948390
WV1,395767,306678,52.657827,-2.063996
WV10,388193,305853,52.650297,-2.175949
WV11,395185,302038,52.616110,-2.072533
WV12,406483,317980,52.759409,-1.905362
WV13,397073,299672,52.594855,-2.044627
WV14,394462,295092,52.553661,-2.083091
WV15,375376,291218,52.518305,-2.364300
WV16,371257,291295,52.518791,-2.425015
WV2,392154,297557,52.575791,-2.117190
WV3,387504,310442,52.691537,-2.186312
WV4,390869,296339,52.564824,-2.136128
WV5,384911,293328,52.537618,-2.223886
WV6,387882,299692,52.594905,-2.180308
WV7,391057,287983,52.489709,-2.133123
WV8,392693,305917,52.650953,-2.109436
WV9,395485,313855,52.722348,-2.068268
Y01,487936,482544,54.231083,-0.652514
Y02,461496,477248,54.187341,-1.059127
Y03,462118,453080,53.970088,-1.054542
Y08,466400,431688,53.777321,-0.993896
YE1,434688,387712,53.385137,-1.479945
YE10,415936,133424,51.099896,-1.773778
YO1,459704,441846,53.869417,-1.093523
YO10,462007,451337,53.954439,-1.056574
YO11,504902,487136,54.269152,-0.390736
YO12,502877,487177,54.269931,-0.421806
YO13,497431,491115,54.306374,-0.504117
YO14,508097,478091,54.187231,-0.344949
YO15,519879,468337,54.096998,-0.168360
YO16,514493,474212,54.150996,-0.248460
YO17,483168,471663,54.134111,-0.728636
YO18,476793,487646,54.278715,-0.822098
YO19,463593,444417,53.892066,-1.033851
YO2,469444,486812,54.272268,-0.935143
YO20,460272,508376,54.467199,-1.071607
YO21,481821,504056,54.425382,-0.740405
YO22,489540,507051,54.450992,-0.620563
YO23,458627,449272,53.936276,-1.108480
YO24,454898,454295,53.981823,-1.164369
YO25,499819,447861,53.917308,-0.481689
YO26,448163,460977,54.042545,-1.265998
YO3,460830,453300,53.972220,-1.074122
YO30,458341,455747,53.994498,-1.111590
YO31,462478,448764,53.931260,-1.049920
YO32,459851,454184,53.980277,-1.088872
YO34,460968,455792,53.994595,-1.071529
YO39,459520,452912,53.968883,-1.094174
YO4,481632,438448,53.835904,-0.761023
YO41,468379,447437,53.918599,-0.960366
YO42,478002,446131,53.905505,-0.814218
YO43,486417,441055,53.858558,-0.687585
YO5,445936,455824,53.996434,-1.300789
YO51,439708,465604,54.084847,-1.394506
YO60,469915,464504,54.071755,-0.933070
YO61,453949,467751,54.102847,-1.176446
YO62,464245,480772,54.218673,-1.016252
YO7,440067,475569,54.174370,-1.387695
YO8,463440,431843,53.779090,-1.038763
YO86,475176,437448,53.827890,-0.859349
YO89,460984,432672,53.786824,-1.075875
YO91,460504,453656,53.975455,-1.079029
YS22,493648,507760,54.456617,-0.557006
ZE1,446297,1141020,60.151066,-1.167983
ZE2,444046,1168116,60.394585,-1.202625
ZE3,439134,967886,58.597195,-1.328406
