outward,easting,northing,lat,lon
PR82P,330208,412864,53.607680,-3.056285
PR9,335238,428891,53.752358,-2.983622
PR98,339096,420632,53.678601,-2.923501
PR99T,336481,419836,53.671136,-2.962920
PW11,603456,353256,53.037890,1.033183
R17,605800,295992,52.522943,1.032132
RG1,472721,173852,51.458988,-0.954658
RG10,479124,176788,51.484529,-0.861864
RG11,476909,192154,51.622970,-0.890401
RG12,487383,168474,51.408577,-0.745004
RG13,449096,167936,51.408330,-1.295496
RG14,447933,166353,51.394203,-1.312417
RG16,448707,172280,51.447420,-1.300493
RG17,434200,172610,51.451450,-1.509193
RG18,440710,181507,51.531015,-1.414496
RG19,452074,166000,51.390668,-1.252959
RG2,472616,170579,51.429575,-0.956841
RG20,446118,166756,51.397970,-1.338450
RG21,463601,152146,51.264933,-1.089789
RG22,457452,150941,51.254751,-1.178098
RG23,445611,146632,51.217078,-1.348319
RG24,456461,150374,51.249752,-1.192387
RG25,465263,148933,51.235859,-1.066561
RG26,459189,161620,51.350589,-1.151440
RG27,473213,156309,51.301210,-0.951199
RG28,445479,166580,51.396439,-1.347670
RG29,473720,149567,51.240529,-0.945308
RG3,470160,173408,51.455316,-0.991609
RG30,469019,176571,51.483900,-1.007400
RG31,463585,177450,51.492432,-1.085496
RG4,471566,176438,51.482382,-0.970765
RG40,481142,167106,51.397203,-0.835017
RG41,478756,169894,51.422601,-0.868694
RG42,486411,181104,51.522264,-0.755895
RG45,483618,164209,51.370802,-0.800129
RG5,475252,172893,51.450038,-0.918442
RG6,473109,175741,51.475919,-0.948679
RG7,462097,171872,51.442450,-1.107898
RG8,462051,179121,51.507629,-1.107298
RG9,475785,183759,51.547652,-0.908435
RG91,476096,181776,51.529778,-0.904393
RG92,469296,169216,51.417735,-1.004861
RH1,528718,150158,51.236094,-0.157578
RH10,528717,137868,51.125643,-0.161988
RH11,518115,167023,51.389971,-0.303805
RH12,517206,132737,51.081987,-0.328071
RH13,516763,126351,51.024682,-0.336452
RH14,500720,139780,51.148425,-0.561383
RH15,532053,119180,50.956928,-0.121153
RH16,533365,124319,51.002809,-0.100604
RH17,528841,130653,51.060771,-0.162784
RH18,542519,134222,51.089614,0.033677
RH19,538823,137932,51.123860,-0.017641
RH2,525868,150334,51.238314,-0.198321
RH20,501110,125976,51.024274,-0.559659
RH3,510178,179938,51.507644,-0.413817
RH4,516750,149813,51.235572,-0.329048
RH5,511859,159146,51.320436,-0.396145
RH6,527748,142498,51.167470,-0.174186
RH7,540844,141883,51.158867,0.012756
RH8,539774,152237,51.252184,0.001497
RH9,536208,148352,51.218125,-0.051048
RM1,552947,187565,51.566230,0.205338
RM10,549249,183214,51.528126,0.150189
RM11,553817,187927,51.569240,0.218046
RM12,550635,191185,51.599373,0.173558
RM13,552356,182679,51.522487,0.194713
RM14,554021,191382,51.600234,0.222492
RM15,558706,181576,51.510829,0.285662
RM16,553512,198596,51.665189,0.218306
RM17,565383,181170,51.505273,0.381600
RM18,565229,176358,51.462087,0.377136
RM19,556322,178768,51.486267,0.250097
RM2,552825,189361,51.582395,0.204365
RM20,557615,177928,51.478360,0.268328
RM3,554616,191078,51.597338,0.230945
RM4,550127,195538,51.638620,0.168096
RM5,549918,190827,51.596350,0.163059
RM6,549470,189208,51.581922,0.155917
RM7,538789,205745,51.733248,0.008416
RM8,547479,190507,51.594113,0.127748
RM9,548013,184233,51.537606,0.132800
S0,435936,387248,53.380884,-1.461235
S01,440932,113996,50.923966,-1.418999
S02,443680,129760,51.065513,-1.378011
S04,431504,95152,50.755106,-1.554747
S1,428727,408804,53.575074,-1.567630
S10,432478,393535,53.437620,-1.512569
S10U,430864,387344,53.382066,-1.537471
S11,432271,387129,53.380055,-1.516339
S12,439436,383831,53.349923,-1.409034
S13,440007,388232,53.389443,-1.399909
S14,433773,378073,53.298561,-1.494719
S17,432307,380936,53.324385,-1.516427
S18,434686,378270,53.300275,-1.481001
S2,436738,409151,53.577701,-1.446616
S20,441984,384995,53.360197,-1.370615
S21,448739,377977,53.296539,-1.270192
S23,434168,387600,53.384165,-1.487775
S24,434644,390820,53.413075,-1.480267
S25,451810,384851,53.358031,-1.223000
S26,441671,376814,53.286690,-1.376381
S3,434520,388167,53.389244,-1.482409
S30,431828,393942,53.441319,-1.522317
S31,444589,385450,53.364073,-1.331411
S32,423427,378642,53.304229,-1.649908
S33,417360,385102,53.362530,-1.740599
S35,433654,395639,53.456460,-1.494639
S36,425067,398529,53.482911,-1.623729
S4,437167,389974,53.405306,-1.442401
S40,437229,371272,53.237204,-1.443666
S41,438824,369636,53.222381,-1.419963
S42,438803,367082,53.199433,-1.420590
S43,444948,371806,53.241404,-1.327934
S44,445801,370536,53.229918,-1.315340
S45,439486,363721,53.169167,-1.410778
S47D,437136,392000,53.423513,-1.442639
S48,437624,393640,53.438219,-1.435101
S48A,439424,389912,53.404580,-1.408471
S49,438420,370978,53.234472,-1.425858
S5,436078,397674,53.474594,-1.457905
S6,432967,394803,53.448986,-1.505076
S60,444176,390156,53.406406,-1.336952
S61,436062,393112,53.433589,-1.458670
S62,442871,396674,53.465092,-1.355697
S63,444991,403370,53.525104,-1.322818
S63T,437208,389000,53.396544,-1.441908
S64,446503,400566,53.499769,-1.300428
S65,445025,393829,53.439340,-1.323667
S66,448571,391815,53.420928,-1.270604
S68,435392,390312,53.408460,-1.469070
S7,434240,384702,53.358113,-1.487001
S70,435296,404134,53.532702,-1.468965
S71,435958,408386,53.570874,-1.458486
S72,440403,408948,53.575605,-1.391302
S72O,443188,406288,53.551472,-1.349616
S73,440392,396117,53.460283,-1.393119
S74,438019,399607,53.491831,-1.428433
S75,432097,406808,53.556939,-1.516954
S8,435260,386741,53.376379,-1.471451
S80,458060,376402,53.281449,-1.130650
S81,459049,383174,53.342198,-1.114569
S9,439009,389714,53.402837,-1.414737
S94A,441160,387016,53.378419,-1.382738
S97,439248,412344,53.606209,-1.408322
S99,453036,1116892,59.933632,-1.052857
SA1,288971,200502,51.692267,-3.607721
SA10,275525,200512,51.689530,-3.802154
SA11,280170,199405,51.680591,-3.734616
SA12,275802,194585,51.636326,-3.796045
SA13,278417,190807,51.602949,-3.756977
SA14,265113,207653,51.751296,-3.955476
SA15,249796,203237,51.707717,-4.175293
SA16,244442,201241,51.688325,-4.251826
SA17,238922,209757,51.763273,-4.335554
SA18,265948,212476,51.794831,-3.945237
SA19,272400,226850,51.925510,-3.857046
SA2,262342,193107,51.619912,-3.989846
SA20,266459,234615,51.993895,-3.946419
SA23,266568,206640,51.742535,-3.934021
SA3,259956,189300,51.585115,-4.022762
SA31,240795,220080,51.856552,-4.313188
SA32,249810,219924,51.857651,-4.182315
SA33,231732,216153,51.818617,-4.442747
SA34,219500,219844,51.847944,-4.621959
SA35,226584,234074,51.978013,-4.526388
SA36,221441,232295,51.960406,-4.600258
SA37,221528,238668,52.017675,-4.602316
SA38,259362,251841,52.146913,-4.056812
SA39,247521,237805,52.017672,-4.223458
SA4,261815,203008,51.708753,-4.001370
SA40,288354,273035,52.344002,-3.640315
SA41,214809,235148,51.983860,-4.698207
SA42,214670,317503,52.723364,-4.745709
SA43,220361,246488,52.087528,-4.623408
SA44,237310,245944,52.087881,-4.376002
SA45,238443,258990,52.205410,-4.365691
SA46,245872,261909,52.233758,-4.258399
SA47,243531,258395,52.201532,-4.291018
SA48,257629,250025,52.130153,-4.081368
SA5,265746,196758,51.653546,-3.942105
SA6,267367,199065,51.674660,-3.919568
SA61,196057,215099,51.797273,-4.959046
SA62,186739,220673,51.843844,-5.097409
SA63,201824,222517,51.865955,-4.879784
SA64,193996,238426,52.005961,-5.002835
SA65,195560,237440,51.997683,-4.979502
SA66,210992,224787,51.889522,-4.748038
SA67,212144,213012,51.784163,-4.724913
SA68,212795,208637,51.745086,-4.713139
SA69,211824,204993,51.712034,-4.725212
SA7,272029,213760,51.807795,-3.857588
SA70,218915,208951,51.749922,-4.624752
SA71,215082,201032,51.677545,-4.676010
SA72,196891,207276,51.727334,-4.942405
SA73,193566,207793,51.730757,-4.990787
SA8,272732,204253,51.722519,-3.843918
SA9,288784,212414,51.799288,-3.614238
SD2,452824,387696,53.383497,-1.207305
SE1,532440,179838,51.501973,-0.093250
SE10,543642,183982,51.536474,0.069721
SE11,531210,178469,51.489958,-0.111462
SE12,540353,174045,51.448011,0.018390
SE13,538903,174691,51.454176,-0.002212
SE14,536007,176932,51.475012,-0.043009
SE15,534458,176356,51.470210,-0.065521
SE16,536735,179573,51.498572,-0.031508
SE17,522990,184459,51.545640,-0.227713
SE18,544537,178342,51.485570,0.080306
SE19,531416,170017,51.413954,-0.111643
SE2,547016,179345,51.493939,0.116411
SE20,535259,170063,51.413468,-0.056389
SE21,533090,174236,51.451483,-0.086003
SE22,534075,174640,51.454881,-0.071683
SE23,535950,173534,51.444493,-0.045132
SE24,532256,174739,51.456192,-0.097801
SE25,534774,169038,51.404366,-0.063754
SE26,533026,176234,51.469454,-0.086163
SE27,532001,172210,51.433526,-0.102419
SE28,545146,180955,51.508897,0.090155
SE3,540043,176726,51.472180,0.014981
SE4,536682,175431,51.461362,-0.033868
SE5,532675,176614,51.472945,-0.091069
SE6,536126,177972,51.484334,-0.040887
SE7,529238,191296,51.605686,-0.135153
SE8,536818,177704,51.481751,-0.031039
SE9,542940,174367,51.450262,0.055715
SG1,522151,228792,51.944242,-0.224254
SG10,542934,218960,51.850951,0.073846
SG11,540112,223539,51.892812,0.034754
SG12,537650,214258,51.810023,-0.004692
SG13,532966,210973,51.781639,-0.073853
SG14,530977,215191,51.820013,-0.101070
SG15,519152,236491,52.014076,-0.265185
SG16,516787,236611,52.015660,-0.299600
SG17,514421,239302,52.040335,-0.333154
SG18,519381,239058,52.037095,-0.260962
SG19,521065,251175,52.145618,-0.232123
SG2,527427,222122,51.883119,-0.150001
SG3,525751,219416,51.859180,-0.175329
SG4,519369,226242,51.921924,-0.265591
SG5,518626,232953,51.982396,-0.274069
SG6,511690,262523,52.249577,-0.365333
SG7,526035,235517,52.003801,-0.165308
SG8,538827,244424,52.080790,0.024543
SG9,535286,229849,51.950703,-0.032848
SH1,514564,242820,52.071917,-0.329902
SH20,336560,335744,52.915370,-2.944893
SK1,381520,380543,53.321502,-2.278885
SK10,389515,377732,53.296461,-2.158764
SK11,389518,372813,53.252246,-2.158550
SK12,394668,382682,53.341033,-2.081534
SK13,402717,394540,53.447635,-1.960545
SK14,397516,395019,53.451943,-2.038864
SK15,395933,395097,53.452638,-2.062700
SK16,394521,397453,53.473802,-2.084000
SK17,409347,371846,53.243576,-1.861387
SK2,391166,388450,53.392827,-2.134291
SK22,401306,386586,53.376145,-1.981828
SK23,403380,381492,53.330352,-1.950696
SK3,388789,389789,53.404822,-2.170082
SK4,388468,390980,53.415519,-2.174962
SK43,386784,391320,53.418530,-2.200316
SK5,382540,387672,53.385622,-2.263968
SK6,396018,390686,53.412990,-2.061369
SK65B,396960,389488,53.402221,-2.047187
SK7,391122,386473,53.375061,-2.134905
SK8,386575,384613,53.358246,-2.203169
SK9,384642,381115,53.326748,-2.232032
SL0,504981,180051,51.509647,-0.488635
SL1,494383,181408,51.523714,-0.640936
SL2,494166,187156,51.575420,-0.642527
SL3,500740,178815,51.499310,-0.550080
SL4,492139,186139,51.566615,-0.672028
SL5,492999,167822,51.401819,-0.664450
SL6,488578,181765,51.527863,-0.724500
SL67L,488696,182376,51.533336,-0.722650
SL7,476550,189329,51.597620,-0.896198
SL8,475558,199790,51.691795,-0.908256
SL9,499208,196754,51.660828,-0.567077
SM1,524186,172368,51.436713,-0.214725
SM14,527376,164592,51.366115,-0.171652
SM15,527024,164944,51.369358,-0.176579
SM2,524180,163978,51.361311,-0.217742
SM3,524232,165347,51.373600,-0.216516
SM4,526401,167450,51.392024,-0.184621
SM5,521152,161296,51.337861,-0.262119
SM6,529272,164415,51.364099,-0.144487
SM7,525136,156088,51.290190,-0.206787
SN1,415019,184368,51.558001,-1.784736
SN10,399975,159224,51.332114,-2.001726
SN11,398641,189837,51.607372,-2.021008
SN12,389664,168787,51.418007,-2.150017
SN13,386323,169792,51.426969,-2.198094
SN14,384155,176069,51.483353,-2.229559
SN15,394536,175287,51.476522,-2.080055
SN16,393719,188780,51.597837,-2.092060
SN2,416253,193409,51.639263,-1.766511
SN25,415208,196874,51.670447,-1.781474
SN26,414682,190410,51.612339,-1.789341
SN27J,416312,187288,51.584217,-1.765955
SN3,419702,187212,51.583430,-1.717024
SN4,414582,188844,51.598260,-1.790849
SN5,412768,185910,51.571920,-1.817147
SN6,417921,191606,51.623000,-1.742502
SN66,418888,192832,51.633985,-1.728480
SN7,424851,190639,51.614039,-1.642472
SN8,422439,167478,51.405887,-1.678773
SN9,416151,159723,51.336369,-1.769529
SO1,442308,111436,50.900855,-1.399708
SO12,444948,127492,51.045022,-1.360198
SO14,448785,113682,50.920541,-1.307311
SO15,440896,121338,50.989992,-1.418679
SO16,439897,121949,50.995555,-1.432849
SO17,442947,114575,50.929026,-1.390261
SO18,442682,122308,50.998583,-1.393118
SO19,445840,122416,50.999318,-1.348104
SO2,442164,113584,50.920173,-1.401519
SO20,433826,135975,51.122066,-1.518037
SO21,446727,136376,51.124768,-1.333671
SO22,446795,135208,51.114262,-1.332844
SO23,448660,130334,51.070283,-1.306856
SO24,459879,132687,51.090380,-1.146360
SO29,435880,115848,50.940955,-1.490692
SO3,448048,129680,51.064446,-1.315690
SO30,449412,113342,50.917429,-1.298437
SO31,450024,108210,50.871231,-1.290440
SO32,455907,122358,50.997909,-1.204660
SO4,448880,102432,50.819367,-1.307468
SO40,435295,112730,50.912956,-1.499317
SO41,430003,95112,50.754828,-1.576021
SO42,434727,131579,51.082487,-1.505587
SO43,428707,110084,50.889534,-1.593226
SO45,442742,105771,50.849885,-1.394194
SO46,439528,106352,50.855329,-1.439799
SO50,445496,120845,50.985214,-1.353205
SO51,434968,123782,51.012358,-1.502907
SO52,439079,120014,50.978216,-1.444710
SO53,442960,120684,50.983961,-1.389348
SP1,415103,131326,51.081061,-1.785758
SP10,436939,146463,51.216180,-1.472483
SP11,433117,146700,51.218547,-1.527196
SP2,413485,137376,51.135498,-1.808634
SP22,420728,130728,51.075501,-1.705496
SP23,418360,131176,51.079610,-1.739274
SP29,412384,130984,51.078042,-1.824589
SP3,406760,157319,51.314943,-1.904375
SP34,405712,131504,51.082821,-1.919823
SP4,417791,142422,51.180757,-1.746835
SP5,419837,125002,51.024047,-1.718513
SP6,418199,125100,51.024978,-1.741865
SP7,391974,137263,51.134580,-2.116076
SP8,380340,126000,51.033023,-2.281729
SP9,423093,148233,51.232821,-1.670615
SR1,440012,556617,54.902695,-1.377566
SR17,436472,388088,53.388397,-1.453081
SR2,439663,544264,54.791716,-1.384696
SR3,437387,553768,54.877292,-1.418870
SR4,433950,539340,54.747893,-1.474104
SR5,437392,558637,54.921050,-1.418164
SR6,440373,558892,54.923104,-1.371608
SR7,441569,548511,54.829730,-1.354456
SR8,441342,549188,54.835826,-1.357886
SS0,583978,187226,51.553927,0.652402
SS1,587433,188882,51.567662,0.703061
SS11,567035,212600,51.787136,0.420383
SS12,565045,209668,51.761388,0.390160
SS13,571819,191981,51.600472,0.479521
SS14,565546,201622,51.688958,0.393594
SS15,530794,278988,52.393314,-0.079257
SS16,563659,190124,51.586216,0.360948
SS17,569796,183282,51.522936,0.446150
SS2,588453,186969,51.550143,0.716735
SS3,589649,191038,51.586283,0.736156
SS4,589214,191813,51.593394,0.730305
SS5,582915,192848,51.604767,0.640006
SS6,567620,214348,51.802661,0.429693
SS7,578865,191186,51.591139,0.580739
SS8,580947,184479,51.530233,0.607316
SS9,583566,192085,51.597705,0.649001
ST1,389254,350230,53.049247,-2.161751
ST10,403870,345014,53.002456,-1.943776
ST11,396044,341249,52.968604,-2.060336
ST12,388726,339194,52.950025,-2.169227
ST13,397850,354578,53.088434,-2.033541
ST13N,389392,346952,53.019775,-2.159584
ST14,420932,337521,52.934709,-1.690015
ST15,392937,330718,52.873908,-2.106374
ST16,393172,322982,52.804363,-2.102706
ST17,393919,322338,52.798590,-2.091625
ST18,394631,324381,52.816962,-2.081093
ST19,389892,311970,52.705319,-2.151017
ST2,393573,342909,52.983502,-2.097170
ST20,380379,322559,52.800245,-2.292448
ST21,381577,331518,52.880822,-2.275189
ST2O,391788,345032,53.002559,-2.123817
ST3,391241,353842,53.081751,-2.132210
ST4,388545,345464,53.006386,-2.172146
ST5,385093,345005,53.002175,-2.223577
ST6,387897,349596,53.043517,-2.181968
ST7,381626,354695,53.089166,-2.275795
ST78,380888,350144,53.048230,-2.286545
ST8,388798,356978,53.109888,-2.168792
ST9,393443,350082,53.047984,-2.099251
SW1,518757,195813,51.648585,-0.284891
SW10,526212,177782,51.484916,-0.183667
SW11,527301,176214,51.470585,-0.168547
SW12,525558,183396,51.535518,-0.191082
SW13,522044,176623,51.475416,-0.244065
SW14,520454,175476,51.465445,-0.267340
SW15,522611,175123,51.461812,-0.236413
SW16,529505,171702,51.429539,-0.138479
SW17,527968,171922,51.431858,-0.160499
SW18,523888,175302,51.463148,-0.217985
SW19,518743,178290,51.491106,-0.291014
SW1A,512657,195724,51.649044,-0.373050
SW1E,529243,179357,51.498387,-0.139465
SW1H,529728,179468,51.499276,-0.132439
SW1P,529873,178934,51.494449,-0.130549
SW1V,529420,178367,51.489457,-0.137273
SW1W,528639,178905,51.494465,-0.148317
SW1X,528110,179478,51.499737,-0.155726
SW1Y,529587,180480,51.508404,-0.134094
SW2,530799,174086,51.450664,-0.118998
SW20,523562,169276,51.409061,-0.224782
SW3,527380,178579,51.491825,-0.166559
SW4,529501,175229,51.461234,-0.137260
SW5,525665,178507,51.491558,-0.191272
SW6,524938,176789,51.476275,-0.202358
SW7,526724,179198,51.497534,-0.175781
SW8,530644,177806,51.484134,-0.119865
SW9,533668,179169,51.495677,-0.075813
SY1,348218,315581,52.735388,-2.768326
SY10,323084,327456,52.839119,-3.143297
SY11,331415,331569,52.877216,-3.020505
SY12,355934,316003,52.739868,-2.654112
SY13,371373,332427,52.888546,-2.426898
SY14,347735,348306,53.029497,-2.780751
SY15,321727,295480,52.551534,-3.155819
SY16,307720,292892,52.526081,-3.361619
SY17,300290,293371,52.529070,-3.471249
SY18,294872,285158,52.454239,-3.548494
SY19,324942,321362,52.784609,-3.114320
SY2,338685,308372,52.669589,-2.908142
SY20,277186,297330,52.559920,-3.813114
SY21,318716,306721,52.652120,-3.202979
SY22,334005,310834,52.691174,-2.977838
SY23,261947,281894,52.417586,-4.031369
SY24,262519,287376,52.466981,-4.025229
SY25,270409,263273,52.252340,-3.899840
SY3,349456,312502,52.707828,-2.749526
SY4,349355,321695,52.790458,-2.752438
SY5,342228,307493,52.662083,-2.855613
SY6,345584,292789,52.530258,-2.803574
SY7,340323,284445,52.454704,-2.879612
SY8,353311,274921,52.370353,-2.687163
SY9,320526,270371,52.325673,-3.167540
SY99,275522,307546,52.651337,-3.841499
TA1,323602,132167,51.083716,-3.092087
TA10,341876,126457,51.034518,-2.830312
TA11,350545,128857,51.056908,-2.707019
TA12,344359,119905,50.975848,-2.793898
TA13,346272,118512,50.963513,-2.766446
TA14,347548,115928,50.940388,-2.747905
TA15,350092,117352,50.953419,-2.711895
TA16,344470,112993,50.913712,-2.791251
TA17,340861,112229,50.906483,-2.842462
TA18,350872,115473,50.936598,-2.700535
TA19,336068,114928,50.930236,-2.911100
TA2,322965,127339,51.040223,-3.100152
TA20,335523,111157,50.896270,-2.918177
TA21,313278,121337,50.984877,-3.236851
TA22,291052,127920,51.040270,-3.555361
TA23,306091,142435,51.173414,-3.344706
TA24,295697,144670,51.191703,-3.493986
TA3,327648,123041,51.002190,-3.032511
TA4,312475,132459,51.084747,-3.250982
TA5,321090,139290,51.147410,-3.129499
TA6,330423,137768,51.134939,-2.995808
TA7,334530,136180,51.121149,-2.936831
TA8,324488,145845,51.206803,-3.082312
TA81,330592,148936,51.235363,-2.995558
TA9,333693,148104,51.228259,-2.950984
TD1,347810,634591,55.602121,-2.829857
TD10,371656,645268,55.700028,-2.452538
TD11,381317,653843,55.777549,-2.299414
TD12,384788,638241,55.637487,-2.243213
TD13,377709,671373,55.934894,-2.358381
TD14,391260,663536,55.864924,-2.141219
TD15,400552,643795,55.687630,-1.992795
TD2,352578,647917,55.722334,-2.756513
TD3,415039,588634,55.191761,-1.765330
TD4,357846,638702,55.640036,-2.671224
TD5,374149,633192,55.591668,-2.411723
TD6,342219,631991,55.578130,-2.918046
TD7,340504,623908,55.505311,-2.943502
TD8,365227,620344,55.475674,-2.551662
TD9,351132,612213,55.401417,-2.773190
TF0,374712,336336,52.923850,-2.377586
TF1,365934,312028,52.704862,-2.505592
TF10,374175,318592,52.764328,-2.384160
TF11,375304,305834,52.649692,-2.366454
TF12,367431,301443,52.609796,-2.482392
TF13,359644,298841,52.585887,-2.597058
TF2,376040,321973,52.794802,-2.356769
TF3,369947,307956,52.668494,-2.445835
TF4,367910,307602,52.665199,-2.475925
TF5,382126,331928,52.884530,-2.267061
TF6,362335,316068,52.740940,-2.559317
TF7,365676,306038,52.651000,-2.508790
TF8,367274,303906,52.631935,-2.484958
TF9,368283,333981,52.902344,-2.472971
TH18,572992,134480,51.083554,0.468519
TH28,606120,125232,50.989571,0.935638
TH6,555888,128696,51.036481,0.222037
TN1,558641,139664,51.134284,0.266086
TN10,559950,147950,51.208362,0.288466
TN11,558237,148199,51.211084,0.264068
TN12,567909,149721,51.221999,0.403126
TN13,552094,155769,51.280763,0.179414
TN14,550720,156995,51.292147,0.160244
TN15,559090,157857,51.297620,0.280566
TN16,543763,156120,51.286081,0.060175
TN17,577395,136346,51.098975,0.532246
TN18,575756,130396,51.046028,0.505968
TN19,559537,143907,51.172158,0.280758
TN2,561912,139388,51.130889,0.312674
TN20,559804,127236,51.022295,0.277204
TN21,547299,119665,50.957596,0.095972
TN22,546658,123270,50.990149,0.088306
TN23,599824,141821,51.140779,0.855213
TN24,601518,143712,51.157170,0.880453
TN25,605630,142533,51.145124,0.938494
TN26,592789,136773,51.097847,0.752066
TN27,586006,145104,51.174915,0.659606
TN28,607527,124730,50.984559,0.955373
TN29,593218,143230,51.155701,0.761646
TN3,558079,138131,51.120663,0.257395
TN30,589078,133400,51.068787,0.697373
TN31,585994,121765,50.965277,0.647442
TN32,575443,123388,50.983165,0.498117
TN33,566967,122008,50.973289,0.376839
TN34,578920,113831,50.896240,0.542908
TN35,583973,112980,50.887014,0.614265
TN36,589885,117163,50.922674,0.700386
TN37,580166,110621,50.867022,0.559026
TN38,579322,109766,50.859601,0.546625
TN39,568282,117563,50.932970,0.393508
TN4,552981,149596,51.225068,0.189480
TN40,559860,121406,50.969888,0.275442
TN43,583976,111232,50.871304,0.613416
TN5,566256,130767,51.052193,0.370737
TN6,538485,127097,51.026567,-0.026608
TN61,450552,208048,51.768840,-1.268801
TN7,548221,137011,51.113231,0.116183
TN8,545734,146301,51.197351,0.084434
TN9,558846,145976,51.190938,0.271794
TQ07,287912,65712,50.480459,-3.581174
TQ1,292120,64849,50.473492,-3.521637
TQ10,270287,59450,50.420539,-3.827284
TQ11,274406,66617,50.485858,-3.771736
TQ12,288822,72598,50.542542,-3.570393
TQ13,291784,101565,50.803499,-3.537092
TQ14,293378,73402,50.550619,-3.506349
TQ17,437504,296704,52.566895,-1.448117
TQ2,290561,65662,50.480513,-3.543836
TQ3,288901,64250,50.467510,-3.566795
TQ33,288568,60488,50.433621,-3.570376
TQ4,288628,59210,50.422143,-3.569140
TQ5,292208,57148,50.404280,-3.518181
TQ6,286359,49587,50.335206,-3.598166
TQ7,275237,43114,50.274762,-3.752239
TQ8,273320,39306,50.240118,-3.777854
TQ9,279961,59932,50.426930,-3.691331
TR1,190392,56675,50.372532,-4.949125
TR10,179124,44483,50.258931,-5.100228
TR11,183350,34753,50.173112,-5.035472
TR12,172764,20502,50.041172,-5.175003
TR13,165582,27744,50.103411,-5.279573
TR14,164063,38929,50.203236,-5.307707
TR15,169279,41977,50.232658,-5.236594
TR16,170967,41752,50.231301,-5.212827
TR17,154502,28982,50.110054,-5.435027
TR18,171197,64805,50.438385,-5.223591
TR19,140266,27008,50.086281,-5.632392
TR2,197273,47191,50.289763,-4.847393
TR20,151049,31819,50.134085,-5.485079
TR21,90968,10986,49.919016,-6.306784
TR22,87952,8152,49.892027,-6.346395
TR23,88024,15520,49.958141,-6.351343
TR24,89212,14975,49.953876,-6.334385
TR25,92154,15839,49.963151,-6.294181
TR26,151285,38811,50.196949,-5.486353
TR27,180189,50846,50.316468,-5.088997
TR3,178165,39506,50.213874,-5.110736
TR4,175425,46259,50.273481,-5.153090
TR5,173557,49187,50.299059,-5.181021
TR6,172874,50437,50.310020,-5.191339
TR7,180704,60977,50.407636,-5.087678
TR8,180646,59789,50.396951,-5.087807
TR9,191508,62220,50.422735,-4.936542
TS1,447592,526411,54.630608,-1.264312
TS10,460165,514866,54.525531,-1.071928
TS11,461415,522180,54.591106,-1.051103
TS12,460908,537892,54.732348,-1.055679
TS13,458831,549250,54.834643,-1.085629
TS14,459489,518356,54.556972,-1.081666
TS15,442154,510632,54.489302,-1.350785
TS16,441947,514089,54.520381,-1.353501
TS17,445742,508514,54.469953,-1.295733
TS18,443999,518796,54.562504,-1.321097
TS19,438490,496820,54.365465,-1.409136
TS2,449357,521373,54.585172,-1.237811
TS20,444632,521859,54.589973,-1.310852
TS21,436585,526711,54.634220,-1.434759
TS22,444770,524688,54.615384,-1.308282
TS23,445373,526105,54.628060,-1.298718
TS24,450371,533754,54.696327,-1.220001
TS25,446534,544998,54.797726,-1.277730
TS26,450111,532756,54.687379,-1.224206
TS27,444644,536133,54.718237,-1.308489
TS28,440696,537178,54.727959,-1.369630
TS29,437025,535801,54.715868,-1.426795
TS3,451004,513285,54.512331,-1.213722
TS4,451241,519712,54.570055,-1.208962
TS5,449215,508660,54.470948,-1.242123
TS56B,448696,518856,54.562613,-1.248464
TS6,454285,512665,54.506415,-1.163174
TS7,452642,516368,54.539869,-1.187886
TS8,449761,515300,54.530560,-1.232589
TS9,454213,507410,54.459201,-1.165246
TW0,518176,175416,51.465385,-0.300139
TW1,516492,174175,51.454588,-0.324765
TW10,518734,173955,51.452144,-0.292600
TW11,516761,176497,51.475399,-0.320133
TW12,513797,170704,51.423936,-0.364658
TW13,511396,172505,51.440597,-0.398605
TW14,506519,183213,51.537785,-0.465522
TW15,507387,171343,51.430931,-0.456619
TW16,510447,170489,51.422670,-0.412886
TW17,508023,167558,51.396783,-0.448633
TW18,500588,178239,51.494160,-0.552434
TW19,503715,174268,51.457899,-0.508574
TW2,514694,173168,51.445904,-0.350961
TW20,500072,171076,51.429866,-0.561893
TW3,513892,175776,51.469501,-0.361655
TW4,512051,175394,51.466441,-0.388280
TW5,513945,177238,51.482630,-0.360427
TW6,487045,182544,51.535104,-0.746400
TW7,515561,176328,51.474128,-0.337468
TW8,516949,182390,51.528328,-0.315485
TW9,517055,180642,51.512594,-0.314528
UA3,373912,600312,55.296223,-2.412400
UB1,512986,180863,51.515410,-0.373067
UB10,507774,184712,51.551018,-0.446975
UB11,492584,201132,51.701317,-0.661650
UB2,513478,179558,51.503583,-0.366410
UB3,509148,179267,51.501816,-0.428856
UB4,510637,181884,51.525045,-0.406593
UB5,511235,185048,51.553366,-0.396977
UB6,513408,197548,51.665282,-0.361602
UB7,506224,179118,51.501031,-0.471017
UB8,507681,184876,51.552514,-0.448275
UB9,496430,205685,51.741589,-0.604762
W1,522184,201920,51.702735,-0.233247
W10,520515,193635,51.628637,-0.260247
W11,518841,197578,51.664433,-0.283083
W12,521764,182526,51.528528,-0.246050
W13,516740,180611,51.512376,-0.319074
W14,524703,178910,51.495396,-0.204989
W17,424112,423096,53.703758,-1.636236
